x-axis,1,2,3
second,Volt,Volt,Volt
+400.000E-03,+7.538E-03,-40.201E-03,+0.0E+00
+401.200E-03,-16.080E-03,-77.889E-03,-201.005E-03
+402.400E-03,+0.0E+00,+0.0E+00,-402.010E-03
+403.600E-03,+0.0E+00,-40.201E-03,-201.005E-03
+404.800E-03,-15.578E-03,+0.0E+00,-188.442E-03
+406.000E-03,+7.538E-03,-40.201E-03,-188.442E-03
+407.200E-03,-23.618E-03,-40.201E-03,-201.005E-03
+408.400E-03,-8.040E-03,-40.201E-03,-201.005E-03
+409.600E-03,-23.618E-03,-77.889E-03,+0.0E+00
+410.800E-03,+0.0E+00,-40.201E-03,-188.442E-03
+412.000E-03,-16.080E-03,-80.402E-03,+0.0E+00
+413.200E-03,-16.080E-03,-37.688E-03,-201.005E-03
+414.400E-03,+8.040E-03,-80.402E-03,-188.442E-03
+415.600E-03,-88.442E-03,-40.201E-03,-188.442E-03
+416.800E-03,-87.940E-03,+160.804E-03,-201.005E-03
+418.000E-03,+497.990E-03,-201.005E-03,-201.005E-03
+419.200E-03,-104.523E-03,-198.492E-03,-201.005E-03
+420.400E-03,-47.739E-03,+0.0E+00,-402.010E-03
+421.600E-03,+8.040E-03,-40.201E-03,-188.442E-03
